nation,web_scraper_order,web_scraper_start_url,name,team_contract,best_position,club_position,team_contract2,birth_year,acceleration_type,total_stats,data,height,weight,joined,value,wage,release_clause,body_type,total_attacking,total_skill,total_movement,total_power,total_mentality,total_defending,total_goalkeeping,base_stats,name2,name3,name4,name5,playstyles,playstyles2,playstyles3,playstyles4,playstyles5,age,overall_rating,potential,best_overall,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,image,playstyles_+,growth,agility,heading_accuracy2,reactions,balance,shot_power,jumping,phone,foot,loan_date_end,attacking_work_rate,defensive_work_rate,real_face,team_contract4,weak_foot,skill_moves,international_reputation,image2,team_contract3,overall_rating2,short_passing2,dribbling2,ball_control2,sprint_speed2,penalties,stamina,strength,long_shots,aggression,name7,name6,name8,interceptions,attack_position
canada,1771707683-13,https://sofifa.com/squad/2415717,N. Sigur,Hajduk Split,CM,RB,2022 ~ 2028,2003,Controlled,1908,275238.0,"180cm 5'11""",68kg 150lbs,"Aug 3, 2022",€5M,€12K,€12M,Lean (170-185),295,328,364,343.0,322.0,201,55.0,407,RB,,,,Slide tackle,,,,,21,72.0,81.0,73.0,68.0,54.0,50.0,74.0,49.0,72.0,58.0,54.0,71.0,73.0,69.0,72.0,https://cdn.sofifa.net/players/275/238/26_180.png,,9.0,75.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-14,https://sofifa.com/squad/2415717,L. De Fougerolles,FCV Dender EH,CB,CB,"Jun 30, 2026 On loan",2005,Controlled,1511,279008.0,"178cm 5'10""",72kg 159lbs,"Jul 1, 2023",€1.9M,€15K,€0,Lean (170-185),213,218,316,276.0,242.0,201,45.0,327,CB,,,,,,,,,19,66.0,81.0,68.0,33.0,27.0,63.0,57.0,33.0,45.0,28.0,33.0,54.0,58.0,65.0,63.0,https://cdn.sofifa.net/players/279/008/26_180.png,,15.0,57.0,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-15,https://sofifa.com/squad/2415717,A. Jones,Middlesbrough,CB,SUB,2025 ~ 2029,1997,Controlled lengthy,1717,236315.0,"191cm 6'3""",87kg 192lbs,"Jul 25, 2025",€2.4M,€24K,€4.7M,Normal (185+),257,272,309,318.0,293.0,213,55.0,371,CB,,,,Long ball pass,Intercept,Injury prone,,,27,72.0,73.0,73.0,42.0,37.0,71.0,70.0,37.0,56.0,49.0,36.0,67.0,64.0,63.0,65.0,https://cdn.sofifa.net/players/236/315/26_180.png,,1.0,52.0,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-16,https://sofifa.com/squad/2415717,R. Laryea,Toronto FC,RM,RM,2024 ~ 2026,1995,Controlled explosive,1891,232081.0,"175cm 5'9""",70kg 154lbs,"Feb 26, 2024",€1.8M,€6K,€2.6M,Normal (170-185),283,314,377,343.0,328.0,197,49.0,415,RM,RM,LM,,Block,Rapid,Long throw,,,30,71.0,71.0,71.0,65.0,60.0,51.0,69.0,38.0,74.0,58.0,49.0,62.0,71.0,79.0,83.0,https://cdn.sofifa.net/players/232/081/26_180.png,,0.0,80.0,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-17,https://sofifa.com/squad/2415717,A. Ahmed,Norwich City,RM,LM,2026 ~ 2029,2000,Controlled explosive,1832,272604.0,"180cm 5'11""",70kg 154lbs,"Jan 4, 2026",€2.6M,€20K,€5.1M,Lean (170-185),293,307,375,319.0,297.0,187,54.0,400,LM,RM,LM,,,,,,,24,71.0,74.0,72.0,61.0,60.0,48.0,72.0,52.0,72.0,66.0,30.0,67.0,72.0,78.0,78.0,https://cdn.sofifa.net/players/272/604/26_180.png,,3.0,76.0,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-18,https://sofifa.com/squad/2415717,N. Saliba,RSC Anderlecht,CAM,SUB,2025 ~ 2029,2004,Controlled explosive,1861,260398.0,"173cm 5'8""",71kg 157lbs,"Jun 26, 2025",€3.6M,€12K,€6.1M,Normal (170-185),282,345,358,337.0,307.0,175,57.0,396,CM,,,,,,,,,21,70.0,79.0,73.0,58.0,65.0,53.0,75.0,31.0,75.0,65.0,60.0,70.0,75.0,72.0,63.0,https://cdn.sofifa.net/players/260/398/26_180.png,,9.0,80.0,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-19,https://sofifa.com/squad/2415717,M. Choinière,Los Angeles FC,CM,SUB,2025 ~ 2028,1999,Controlled,1768,244680.0,"174cm 5'9""",71kg 157lbs,"Dec 11, 2025",€1.2M,€4K,€1.9M,Lean (170-185),282,321,319,303.0,291.0,193,59.0,371,CM,,LM,,Technical,Injury prone,,,,26,67.0,68.0,68.0,64.0,58.0,32.0,68.0,60.0,66.0,64.0,58.0,67.0,66.0,68.0,54.0,https://cdn.sofifa.net/players/244/680/26_180.png,,1.0,60.0,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-20,https://sofifa.com/squad/2415717,J. Nelson,Austin FC,RM,SUB,2025 ~ 2028,2002,Explosive,1785,255339.0,"170cm 5'7""",66kg 146lbs,"Dec 18, 2025",€2.5M,€4K,€4.1M,Lean (170-),269,311,425,314.0,273.0,137,56.0,390,LW,RM,LM,,Rapid,,,,,22,68.0,75.0,69.0,57.0,59.0,46.0,61.0,46.0,75.0,58.0,56.0,54.0,68.0,93.0,92.0,https://cdn.sofifa.net/players/255/339/26_180.png,,7.0,91.0,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-21,https://sofifa.com/squad/2415717,J. David,Juventus,ST,ST,2025 ~ 2030,2000,Controlled,1987,243630.0,"178cm 5'10""",81kg 179lbs,"Jul 4, 2025",€34.5M,€125K,€61.2M,Normal (170-185),381,347,392,409.0,342.0,77,39.0,425,ST,,,,Low driven shot,Press proven,Quick step,,,25,81.0,84.0,84.0,67.0,84.0,77.0,76.0,77.0,80.0,59.0,58.0,69.0,81.0,79.0,83.0,https://cdn.sofifa.net/players/243/630/26_180.png,,3.0,75.0,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-22,https://sofifa.com/squad/2415717,C. Larin,Southampton,ST,ST,"Jun 30, 2026 On loan",1995,Controlled lengthy,1809,226777.0,"188cm 6'2""",83kg 183lbs,"Aug 3, 2023",€5.5M,€31K,€0,Normal (185+),364,316,323,394.0,298.0,66,48.0,387,ST,,,,Low driven shot,Enforcer,One club player,,,30,75.0,75.0,75.0,69.0,76.0,75.0,72.0,72.0,73.0,66.0,50.0,55.0,72.0,66.0,73.0,https://cdn.sofifa.net/players/226/777/26_180.png,,0.0,62.0,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-23,https://sofifa.com/squad/2415717,T. McGill,Brighton & Hove Albion,GK,RES,2022 ~ 2027,2000,Controlled,999,243588.0,"185cm 6'1""",80kg 176lbs,"Jul 29, 2022",€475K,€9K,€938K,Normal (185+),71,97,202,185.0,98.0,37,309.0,340,GK,,,,,,,,,25,62.0,67.0,62.0,14.0,5.0,10.0,34.0,8.0,15.0,14.0,10.0,30.0,28.0,32.0,29.0,https://cdn.sofifa.net/players/243/588/26_180.png,,5.0,37.0,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-24,https://sofifa.com/squad/2415717,J. Waterman,Chicago Fire,CB,SUB,2025 ~ 2027,1996,Controlled,1531,255956.0,"185cm 6'1""",75kg 165lbs,"Aug 20, 2025",€1M,€4K,€1.5M,Lean (185+),238,232,217,287.0,312.0,200,45.0,335,CB,,,,Long ball pass,,,,,29,68.0,68.0,68.0,39.0,45.0,61.0,71.0,22.0,49.0,28.0,24.0,73.0,58.0,34.0,50.0,https://cdn.sofifa.net/players/255/956/26_180.png,,0.0,32.0,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-25,https://sofifa.com/squad/2415717,J. Marshall-Rutty,CF Montréal,RM,SUB,2024 ~ 2027,2004,Explosive,1693,255335.0,"170cm 5'7""",69kg 152lbs,"Aug 8, 2024",€1.3M,€2K,€2.1M,Lean (170-),261,277,386,289.0,249.0,176,55.0,370,RB,RM,,,,,,,,21,64.0,75.0,66.0,60.0,51.0,49.0,64.0,37.0,68.0,50.0,39.0,54.0,66.0,84.0,79.0,https://cdn.sofifa.net/players/255/335/26_180.png,,11.0,82.0,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canada,1771707683-26,https://sofifa.com/squad/2415717,J. Russell-Rowe,Toulouse FC,ST,SUB,2026 ~ 2026,2002,Controlled lengthy,1599,269923.0,"183cm 6'0""",73kg 161lbs,"Feb 2, 2026",€2.7M,€11K,€5.9M,Normal (170-185),288,264,336,350.0,249.0,49,63.0,346,ST,,,,,,,,,22,68.0,76.0,70.0,33.0,70.0,67.0,61.0,57.0,63.0,48.0,44.0,41.0,68.0,75.0,77.0,https://cdn.sofifa.net/players/269/923/26_180.png,,8.0,63.0,,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-1,https://sofifa.com/squad/2416936,Bruno Varela,Al Hazem FC,GK,GK,2025 ~ 2027,1994,,1266,219754.0,"191cm 6'3""",88kg 194lbs,"Aug 26, 2025",€2.8M,€10K,€4.6M,Normal (185+),99,113,256,254.0,133.0,47,364.0,405,GK,,,,Rush out,Deflector,,,,30,74.0,74.0,74.0,20.0,16.0,16.0,35.0,12.0,19.0,20.0,13.0,36.0,25.0,39.0,43.0,https://cdn.sofifa.net/players/219/754/26_180.png,,,59.0,,72.0,43.0,52.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-2,https://sofifa.com/squad/2416936,Wagner Pina,Trabzonspor,RM,RB,2025 ~ 2029,2002,,1872,276909.0,"180cm 5'11""",72kg 159lbs,"Jun 1, 2025",€5M,€27K,€11M,Normal (170-185),279,317,383,326.0,307.0,196,64.0,406,RB,RM,RM,,,,,,,22,72.0,81.0,73.0,69.0,59.0,51.0,68.0,32.0,71.0,68.0,45.0,64.0,69.0,83.0,79.0,https://cdn.sofifa.net/players/276/909/26_180.png,,,72.0,,73.0,76.0,61.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-3,https://sofifa.com/squad/2416936,S. Moreira,Columbus Crew,RWB,RCB,2021 ~ 2026,1994,,1801,212401.0,"179cm 5'10""",75kg 165lbs,"Aug 25, 2021",€1.5M,€6K,€2.3M,Normal (170-185),269,287,362,301.0,311.0,214,57.0,389,CB,RM,RM,,,,,,,30,71.0,71.0,72.0,65.0,26.0,68.0,75.0,35.0,71.0,53.0,29.0,65.0,69.0,74.0,73.0,https://cdn.sofifa.net/players/212/401/26_180.png,,,76.0,,70.0,69.0,43.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-4,https://sofifa.com/squad/2416936,L. Costa,Villarreal CF,CB,RES,2024 ~ 2030,2001,,1727,243923.0,"190cm 6'3""",85kg 187lbs,"Aug 22, 2024",€19.5M,€30K,€44.9M,Lean (185+),274,285,304,328.0,259.0,232,45.0,381,CB,,,,Long ball pass,,,,,24,77.0,84.0,79.0,55.0,38.0,79.0,75.0,27.0,68.0,48.0,31.0,68.0,70.0,59.0,60.0,https://cdn.sofifa.net/players/243/923/26_180.png,,,56.0,,74.0,55.0,59.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-5,https://sofifa.com/squad/2416936,Sidny Cabral,SL Benfica,RM,SUB,2026 ~ 2030,2002,,1839,70289.0,"176cm 5'9""",69kg 152lbs,"Jan 1, 2026",€2.2M,€6K,€4.8M,Normal (170-185),274,334,386,342.0,271.0,176,56.0,392,RB,RM,RM,,,,,,,22,67.0,76.0,68.0,66.0,42.0,60.0,64.0,42.0,68.0,67.0,74.0,59.0,66.0,83.0,84.0,https://cdn.sofifa.net/players/070/289/26_180.png,,,78.0,,66.0,75.0,71.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-6,https://sofifa.com/squad/2416936,João Paulo,FCSB,CM,RES,2026 ~ 2027,1998,,1794,76537.0,"180cm 5'11""",78kg 172lbs,"Feb 3, 2026",€975K,€3K,€1.4M,Normal (170-185),290,306,331,319.0,309.0,186,53.0,386,CM,,,,,,,,,27,66.0,67.0,67.0,60.0,60.0,52.0,68.0,50.0,65.0,55.0,54.0,65.0,67.0,69.0,72.0,https://cdn.sofifa.net/player_0.png,,,62.0,,64.0,64.0,63.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-7,https://sofifa.com/squad/2416936,Sidnei Tavares,Blackburn Rovers,CM,SUB,2025 ~ 2028,2001,,1782,246422.0,"188cm 6'2""",76kg 168lbs,"Jul 1, 2025",€2.3M,€11K,€4.8M,Lean (185+),285,315,305,323.0,308.0,190,56.0,385,CDM,,,,Aerial fortress,,,,,23,68.0,75.0,70.0,58.0,54.0,55.0,73.0,45.0,67.0,61.0,47.0,69.0,71.0,67.0,65.0,https://cdn.sofifa.net/players/246/422/26_180.png,,,61.0,,67.0,45.0,62.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-8,https://sofifa.com/squad/2416936,Dailon Livramento,Casa Pia,ST,SUB,"Jun 30, 2026 On loan",2001,,1753,73853.0,"185cm 6'1""",75kg 165lbs,"Jul 24, 2024",€2.4M,€7K,€0,Lean (185+),335,297,370,346.0,270.0,90,45.0,375,ST,,,,,,,,,24,70.0,75.0,72.0,58.0,72.0,71.0,61.0,73.0,67.0,62.0,51.0,49.0,68.0,79.0,84.0,https://cdn.sofifa.net/players/073/853/26_180.png,,,78.0,,65.0,64.0,71.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-9,https://sofifa.com/squad/2416936,Leandro Andrade,Qarabağ FK,RW,RM,2022 ~ 2027,1999,,1772,72866.0,"176cm 5'9""",70kg 154lbs,"Jan 13, 2022",€3.4M,€18K,€7.5M,Lean (170-185),332,334,368,330.0,280.0,74,54.0,376,RW,RM,RM,,,,,,,25,73.0,73.0,73.0,71.0,73.0,62.0,65.0,61.0,80.0,65.0,54.0,61.0,74.0,77.0,74.0,https://cdn.sofifa.net/players/072/866/26_180.png,,,76.0,,68.0,73.0,71.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-10,https://sofifa.com/squad/2416936,Nuno da Costa,Medipol Başakşehir FK,ST,SUB,2025 ~ 2027,1991,,1816,230857.0,"184cm 6'0""",70kg 154lbs,"Jul 1, 2025",€1.5M,€17K,€3M,Lean (170-185),342,302,380,368.0,303.0,67,54.0,386,ST,,,,Precision header,Technical,,,,34,73.0,73.0,73.0,60.0,75.0,77.0,67.0,63.0,71.0,52.0,52.0,54.0,73.0,79.0,83.0,https://cdn.sofifa.net/players/230/857/26_180.png,,,76.0,,66.0,76.0,77.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-11,https://sofifa.com/squad/2416936,Jovane Cabral,Estrela da Amadora,LW,LM,2024 ~ 2026,1998,,1886,244193.0,"174cm 5'9""",81kg 179lbs,"Sep 3, 2024",€1.7M,€6K,€3.5M,Stocky (170-185),332,362,370,367.0,305.0,100,50.0,394,LW,,,,Power shot,Gamechanger,,,,27,70.0,70.0,70.0,68.0,66.0,57.0,67.0,74.0,73.0,76.0,75.0,66.0,72.0,78.0,76.0,https://cdn.sofifa.net/players/244/193/26_180.png,,,76.0,,66.0,74.0,80.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-12,https://sofifa.com/squad/2416936,Steve Furtado,FCV Farul Constanța,RB,SUB,2025 ~ 2027,1994,,1608,239453.0,"178cm 5'10""",72kg 159lbs,"Jul 18, 2025",€425K,€1K,€574K,Lean (170-185),262,285,316,274.0,252.0,180,39.0,347,RB,RM,RM,,,,,,,30,63.0,63.0,63.0,63.0,42.0,45.0,62.0,50.0,60.0,58.0,53.0,52.0,62.0,64.0,68.0,https://cdn.sofifa.net/players/239/453/26_180.png,,,63.0,,60.0,61.0,48.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-13,https://sofifa.com/squad/2416936,Ricardo Santos,Swansea City,CB,SUB,2025 ~ 2027,1995,,1531,212090.0,"196cm 6'5""",100kg 220lbs,"Jul 1, 2025",€825K,€12K,€1.6M,Normal (185+),226,228,258,310.0,253.0,195,61.0,342,CB,,,,Aerial fortress,Bruiser,,,,30,67.0,67.0,67.0,35.0,38.0,68.0,56.0,29.0,51.0,40.0,29.0,59.0,49.0,66.0,62.0,https://cdn.sofifa.net/players/212/090/26_180.png,,,33.0,,63.0,34.0,56.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-14,https://sofifa.com/squad/2416936,Ivanildo Fernandes,CD Nacional,CB,RES,2025 ~ 2027,1996,,1433,244963.0,"193cm 6'4""",83kg 183lbs,"Jan 22, 2025",€725K,€3K,€1.5M,Lean (185+),206,207,236,300.0,246.0,192,46.0,318,CB,,,,Aerial fortress,,,,,29,66.0,66.0,66.0,37.0,21.0,65.0,56.0,27.0,46.0,27.0,30.0,52.0,52.0,53.0,54.0,https://cdn.sofifa.net/players/244/963/26_180.png,,,31.0,,66.0,32.0,45.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-15,https://sofifa.com/squad/2416936,Jamiro Monteiro,PEC Zwolle,RM,LCM,2024 ~ 2026,1993,,1873,231150.0,"172cm 5'8""",72kg 159lbs,"Aug 30, 2024",€1.2M,€6K,€1.7M,Lean (170-185),282,348,377,328.0,336.0,165,37.0,395,CAM,,RM,,,,,,,31,69.0,69.0,70.0,66.0,56.0,51.0,71.0,38.0,69.0,70.0,68.0,70.0,71.0,68.0,75.0,https://cdn.sofifa.net/players/231/150/26_180.png,,,82.0,,69.0,83.0,63.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-16,https://sofifa.com/squad/2416936,Diogo Mendes,Rapid Bucuresti,CB,RES,2024 ~ 2026,1998,,1701,243918.0,"182cm 6'0""",76kg 168lbs,"Aug 6, 2024",€500K,€2K,€713K,Lean (170-185),257,267,329,316.0,292.0,186,54.0,360,CDM,,,,Slide tackle,,,,,27,63.0,64.0,64.0,47.0,42.0,65.0,62.0,41.0,60.0,45.0,42.0,60.0,60.0,64.0,64.0,https://cdn.sofifa.net/players/243/918/26_180.png,,,72.0,,61.0,68.0,60.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-17,https://sofifa.com/squad/2416936,Duk,CD Leganés,ST,LM,2025 ~ 2027,2000,,1931,270611.0,"182cm 6'0""",80kg 176lbs,"Feb 4, 2025",€1.9M,€8K,€3.2M,Stocky (170-185),319,356,395,378.0,312.0,131,40.0,412,LM,RM,RM,,Finesse shot,Gamechanger,,,,25,70.0,71.0,72.0,62.0,67.0,67.0,63.0,60.0,76.0,72.0,80.0,56.0,72.0,82.0,89.0,https://cdn.sofifa.net/players/270/611/26_180.png,,,76.0,,64.0,84.0,75.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-18,https://sofifa.com/squad/2416936,Telmo Arcanjo,Vitória SC,CAM,RM,2024 ~ 2027,2001,,1726,257194.0,"180cm 5'11""",79kg 174lbs,"Mar 8, 2024",€2.8M,€9K,€6.1M,Normal (170-185),296,323,346,317.0,281.0,118,45.0,372,RM,RM,RM,,Precision header,,,,,24,71.0,76.0,72.0,67.0,59.0,43.0,72.0,55.0,72.0,59.0,54.0,65.0,73.0,75.0,73.0,https://cdn.sofifa.net/players/257/194/26_180.png,,,66.0,,70.0,62.0,71.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-19,https://sofifa.com/squad/2416936,Fabrício Garcia,Alverca,LM,SUB,"Jun 30, 2026 On loan",2001,,1586,71291.0,"172cm 5'8""",64kg 141lbs,"Jul 1, 2023",€1.6M,€5K,€0,Lean (170-185),304,275,348,275.0,239.0,86,59.0,336,LM,,,,,,,,,24,67.0,73.0,68.0,64.0,73.0,46.0,65.0,56.0,66.0,49.0,41.0,50.0,69.0,74.0,72.0,https://cdn.sofifa.net/players/071/291/26_180.png,,,62.0,,62.0,78.0,73.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
cape verde,1771707720-20,https://sofifa.com/squad/2416936,Roberto Lopes,Shamrock Rovers,CB,CB,2017 ~ 2029,1992,,1475,202014.0,"186cm 6'1""",83kg 183lbs,"Jan 1, 2017",€475K,€1K,€736K,Normal (185+),215,220,240,294.0,258.0,196,52.0,316,CB,,,,Long ball pass,Intercept,,,,33,67.0,67.0,67.0,41.0,23.0,68.0,56.0,27.0,50.0,36.0,28.0,50.0,56.0,38.0,50.0,https://cdn.sofifa.net/players/202/014/26_180.png,,,48.0,,64.0,40.0,42.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
colombia,1771707785-1,https://sofifa.com/squad/2408541,26 C. Vargas,Atlas FC,GK,RES,2019 ~ 2026,1989,Controlled,1251,,"188cm 6'2""",80kg 176lbs,"Jul 1, 2019",€825K,€6K,€0,Lean (170-185),93,111,278,,,32,,426,GK,,26.0,https://cdn.sofifa.net/flags/co@3x.png,,,,,,36,,,,,,,,,,,,,,,,https://s3p.sofifa.net/466d067033df9475431b7f97419167bacb717811.png,,,,,,,,,15746631.0,Left,,,,Yes,,3.0,1.0,1.0,https://s3p.sofifa.net/466d067033df9475431b7f97419167bacb717811.png,https://cdn.sofifa.net/meta/team/680/90.png,,,,,,,,,,,,,,,
colombia,1771707785-2,https://sofifa.com/squad/2408541,26 D. Muñoz,Crystal Palace,,,2024 ~ 2028,1996,Controlled,2120,,"181cm 5'11""",73kg 161lbs,"Jan 30, 2024",€27M,€100K,€0,Lean (170-185),377,327,383,,,239,,453,RB,RM,26.0,https://cdn.sofifa.net/flags/co@3x.png,Jockey,Anticipate,Rapid,Relentless,One club player,29,,,,,,,,,,,,,,,,https://s3p.sofifa.net/8f21cb68d25048ec65228dd3e72004b6f0f3fb98.png,,,,,,,,,15743076.0,Right,,,,Yes,,3.0,3.0,3.0,https://s3p.sofifa.net/8f21cb68d25048ec65228dd3e72004b6f0f3fb98.png,https://cdn.sofifa.net/meta/team/51/90.png,,,,,,,,,,,,,,,
colombia,1771707785-3,https://sofifa.com/squad/2408541,26 D. Sánchez,Galatasaray SK,,,2023 ~ 2029,1996,Controlled,1973,,"187cm 6'2""",81kg 179lbs,"Sep 4, 2023",€25.5M,€67K,€0,Lean (170-185),314,277,374,,,244,,439,CB,,26.0,https://cdn.sofifa.net/flags/co@3x.png,Precision header,Slide tackle,Aerial fortress,Bruiser,Injury prone,29,,,,,,,,,,,,,,,,https://s3p.sofifa.net/6730c30b615e7e22565634f8613284949dd9315d.png,,,,,,,,,15743075.0,Right,,,,Yes,,2.0,3.0,3.0,https://s3p.sofifa.net/6730c30b615e7e22565634f8613284949dd9315d.png,https://cdn.sofifa.net/meta/team/34/90.png,,,,,,,,,,,,,,,
colombia,1771707785-4,https://sofifa.com/squad/2408541,26 J. Lucumí,Bologna,,,2022 ~ 2026,1998,Controlled,1730,,"187cm 6'2""",86kg 190lbs,"Aug 18, 2022",€10.5M,€43K,€0,Normal (185+),255,282,304,,,227,,380,CB,,26.0,https://cdn.sofifa.net/flags/co@3x.png,Long ball pass,Block,Anticipate,,,27,,,,,,,,,,,,,,,,https://s3p.sofifa.net/465668aa4177e9282787b22a42f5efbcce53b3f8.png,,,,,,,,,15743103.0,Left,,,,Yes,,3.0,2.0,1.0,https://s3p.sofifa.net/465668aa4177e9282787b22a42f5efbcce53b3f8.png,https://cdn.sofifa.net/meta/team/8513/90.png,,,,,,,,,,,,,,,
colombia,1771707785-5,https://sofifa.com/squad/2408541,26 J. Mojica,RCD Mallorca,,,2024 ~ 2027,1992,Controlled,2046,,"185cm 6'1""",66kg 146lbs,"Jul 23, 2024",€9.5M,€33K,€0,Lean (185+),324,360,377,,,225,,443,LB,,26.0,https://cdn.sofifa.net/flags/co@3x.png,Rapid,Quick step,,,,32,,,,,,,,,,,,,,,,https://s3p.sofifa.net/78d01b8e32464b871d82ecc89befaa7095426aca.png,,,,,,,,,15743081.0,Left,,,,Yes,,2.0,3.0,1.0,https://s3p.sofifa.net/78d01b8e32464b871d82ecc89befaa7095426aca.png,https://cdn.sofifa.net/meta/team/645/90.png,,,,,,,,,,,,,,,
colombia,1771707785-6,https://sofifa.com/squad/2408541,26 R. Ríos,SL Benfica,,,2025 ~ 2030,2000,Controlled,2127,,"187cm 6'2""",77kg 170lbs,"Jul 23, 2025",€22M,€22K,€0,Normal (185+),340,382,402,,,218,,458,CM,,26.0,https://cdn.sofifa.net/flags/co@3x.png,Block,First touch,Press proven,Relentless,Enforcer,25,,,,,,,,,,,,,,,,https://s3p.sofifa.net/5712da9e6bcd76b48290a2709e9cc7f87efa0f50.png,,,,,,,,,15743079.0,Right,,,,Yes,,3.0,3.0,1.0,https://s3p.sofifa.net/5712da9e6bcd76b48290a2709e9cc7f87efa0f50.png,https://cdn.sofifa.net/meta/team/605/90.png,,,,,,,,,,,,,,,
colombia,1771707785-7,https://sofifa.com/squad/2408541,26 J. Lerma,Crystal Palace,,,2023 ~ 2026,1994,Controlled,2098,,"179cm 5'10""",70kg 154lbs,"Jul 1, 2023",€9M,€71K,€0,Normal (170-185),359,357,353,,,227,,438,CDM,,26.0,https://cdn.sofifa.net/flags/co@3x.png,Intercept,Anticipate,Slide tackle,Aerial fortress,Relentless,30,,,,,,,,,,,,,,,,https://s3p.sofifa.net/055a370ae37724c688d1f24875fcd2d2fa98f545.png,,,,,,,,,15743101.0,Right,,,,Yes,,3.0,3.0,1.0,https://s3p.sofifa.net/055a370ae37724c688d1f24875fcd2d2fa98f545.png,https://cdn.sofifa.net/meta/team/51/90.png,,,,,,,,,,,,,,,
colombia,1771707785-8,https://sofifa.com/squad/2408541,26 J. Rodríguez,Minnesota United FC,,RES,2026 ~ 2026,1991,Controlled,1961,,"180cm 5'11""",70kg 154lbs,"Feb 7, 2026",€9M,€11K,€0,Lean (170-185),378,389,345,,,112,,414,RM,RM,26.0,https://cdn.sofifa.net/flags/co@3x.png,,,,,,33,,,,,,,,,,,,,,,,https://s3p.sofifa.net/d158974974e62edfe5dd2f42fc8bee046c87a23e.png,,,,,,,,,15746666.0,Left,,,,Yes,,3.0,3.0,3.0,https://s3p.sofifa.net/d158974974e62edfe5dd2f42fc8bee046c87a23e.png,https://cdn.sofifa.net/meta/team/3639/90.png,,,,,,,,,,,,,,,
colombia,1771707785-9,https://sofifa.com/squad/2408541,26 L. Díaz,FC Bayern München,,,2025 ~ 2029,1997,Controlled,2125,,"180cm 5'11""",73kg 161lbs,"Jul 30, 2025",€74M,€110K,€0,Lean (170-185),388,383,426,,,126,,452,LM,,26.0,https://cdn.sofifa.net/flags/co@3x.png,Low driven shot,Inventive,Technical,Quick step,,28,,,,,,,,,,,,,,,,https://s3p.sofifa.net/bf23e3cc2ed90063644913bc4a49f1b766855252.png,,,,,,,,,15743072.0,Right,,,,Yes,,4.0,4.0,3.0,https://s3p.sofifa.net/bf23e3cc2ed90063644913bc4a49f1b766855252.png,https://cdn.sofifa.net/meta/team/503/90.png,,,,,,,,,,,,,,,
